url,isAlive
szepsegegeszseg.hu,true
ripley.com.pe,true
elcomercial.com.ar,false
159ers.com,true
xn--z0qz96aehc2s3a175a.net,true
sdthailand.com,true
ascii.jp,true
cbdcycles.com.au,true
jeparaantiquefurniture.com,true
shindanmaker.com,true
powder.media,true
bizstats.co.uk,true
smart-toolgroup.com,true
fornex.com,true
biotec.or.th,false
neko-channel.net,true
yarnpkg.com,true
box-look.org,true
dolphinstreet.com,true
4mepro.es,true
mercadolibre.com.mx,true
di-van-plus.ru,true
spainbdsm.com,false
fujitv.co.jp,false
focusky.com,true
cosmopolismedia.it,true
bidbomb.com,true
cil-hikousen.jp,false
dazebaonews.it,true
thepeoplechronicles.com,false
goma.pw,true
ourtravelersrest.com,false
bahiaempauta.com.br,false
forshoppingassemblyjp.biz,true
lesalonbeige.fr,true
tanjereendesign.com,true
teaching-vacancies.service.gov.uk,true
zombiesurvivalcrew.com,false
actu.fr,true
lapapeleta.cu,false
pointsite-kouryaku.info,true
rositeh.si,true
tnojima.net,false
wpblog.jp,false
highlander.tf,true
parentinginottawa.ca,false
mondialisation.ca,true
myfantasyleague.com,true
memora.es,true
unja.ac.id,true
koinu365.com,true
agocontrol.com,true
atomos.com.mx,true
fayobserver.com,true
xdomain.jp,false
hongwrong.com,false
foro-pagando.com,false
kulturlimited.com,true
billfew.com,true
casphy.com,false
cyber-technews.com,false
sourcinginnovation.com,false
entornografico.es,true
campigliamarittima.li.it,false
honyaclub.com,false
pokapoka-smile.com,true
xbookmarking.com,false
tweaktown.com,true
packwoodhousemuseum.com,true
tariqzone.com,true
steppingstonechiropractic.com,true
doyl.in,false
sreejithpanickar.com,true
minamisadochikushokokai.com,true
massrealestatelawblog.com,true
isthereanydeal.com,true
com-sub.info,true
seer1118.work,true
wakuwakutesou.com,true
bgvesti.net,false
weser-kurier.de,true
cultura.pe,false
enricbarba.com,false
infoplease.com,true
tips2-remove.com,false
webhiden.jp,true
sostegnoezucchero.org,false
mooreschools.com,false
garden-av.com,false
okxo.fr,true
uaplace.com,true
octodon.social,true
roboma.io,true
stourbridgenews.co.uk,true
aoa.org,true
vontobel.com,false
movistarplus.es,false
interstation.co.jp,true
generation-nt.com,true
airtasker.com,true
catherinearcelon.com,true
arnnet.com.au,true
mcadcafe.com,false
dutchopeners.com,true
maiyoko.com,true
cocoa24reds.com,false
archiveofourown.org,true
wabco.co.za,true
xn--d-veu0d0b.net,true
fetish-bbs.com,true
scacchipugilato.it,false
just-auto.com,false
nurse-onlineshopping.com,true
swarthmorefinancial.com,false
lazybadger.co.uk,true
ontheissues.org,true
gametoast.com,true
mmaworldnews.com,false
gw2style.com,true
communitycare.co.uk,true
pmh-filter-service.de,true
betsylerner.com,true
putnami.org,false
web-bruno.com,true
comichara.com,false
pet-family.info,true
listetrillium.ca,false
book-onlinenow.net,true
album.ee,true
txcte.org,true
cosmereviews.com,true
dredgingtoday.com,true
flightcentre.com,true
crsp.org,false
anatomy1.net,true
toshitoshi.info,true
igrandtheftauto.com,true
sunnycamp.dk,true
cursostablet.com,true
myrtlebeachonline.com,true
curentul.md,false
haibarashigeru.com,true
githubstatus.com,true
ibm.org,true
fukuoka-kohana.com,true
grosfillex.com,true
stedenbouw.nl,true
lexlaw.co.uk,true
baito-sagashi.com,true
multibriefs.com,true
skoda.nl,true
almasryalyoum.com,true
mikuia.tv,true
gmpcapital.com,true
mincotur.gob.es,false
orbisbooks.com,true
nanababycarrier.com,true
hanes.com,false
safeguardingsomerset.org.uk,true
prom-zip.ru,false
mauriziolucca.com,true
denkaseihin.com,false
not-bee.info,true
hatenadiary.org,false
libhunt.com,true
sikhphilosophy.net,true
british-history.ac.uk,true
socionauki.ru,false
perniknews.com,true
sunalog.net,true
ilius.net,false
plati.ru,true
cleveland.com,true
mitene.us,true
lcscomic.com,false
4gamez.de,true
rahula.club,true
cornerstonelifewealth.com,false
barcaforum.com,true
social908.com,false
tukanek.cz,true
nurturingourcreativity.com,true
wktk.so,true
babybareshoes.sk,true
daifukufuku.com,false
mumura.de,true
y31.com,false
tatami1.com,false
torgersonfh.com,true
altaron.pl,true
elizabethjarrettandrew.com,true
omutudata.com,true
modena2000.it,true
celtimo.fr,false
fobomade.org.bo,false
banknoteindex.com,true
stampcircuit.com,true
charlotteobserver.com,true
abrsm.org,true
elder-mediation.com.au,true
onedirect.es,true
nominate.com,true
gta5-mods.com,true
ageman.in,true
packagist.org,true
greenheck.com,false
kingphilip.org,false
shop-bell.com,false
soranoki.info,true
new5.info,false
riche-beni.com,false
avatars3.githubusercontent.com,true
hippy.jp,false
downtownsby.com,false
mart-e.be,true
linecorp.com,true
alessiacarabrasil.com,true
rogalia.ru,true
alternativeto.net,true
beslist.be,false
ruwings.ru,false
googlevisitor.com,true
la-bible.net,false
noahname.com,true
twittascope.com,true
nakano217.com,true
misimagenesde.com,true
motherwelltimes.co.uk,false
kosodate-info.com,false
boxtec.ch,true
webhost.ie,false
liblo.jp,false
npcdataguard.com,true
24hgold.com,false
is-programmer.com,false
bambini.eu,false
guildfordsailing.org,true
techinsight.jp,false
naru-hodo.com,true
elektronickeknjige.com,true
vtc.edu.hk,false
gordonbrothers.co.uk,true
github.community,true
atlantapublicschools.us,false
autocosmos.cl,true
caribbeanedition.com,true
journalducameroun.com,true
1obuv.cz,true
letsbonus.es,true
xn--u9jy52g93tswfvja565euycs0tba5764a.com,false
baseballprospectus.com,false
sprecherdatei.de,true
hamatokotan.com,true
the-west.nl,true
propertyweek.com,true
ship-of-fools.com,false
rankwise.net,true
kazeo.com,false
weibold.com,true
mairie-tesson.fr,false
gamebanana.com,true
gunforums.net,true
codepoints.net,true
brandillumination.com.au,true
hatenadiary.jp,false
hurstknollschool.org.uk,true
fifa-infinity.com,true
byswav.com,true
dwango.co.jp,true
ziezon.nl,true
saku13245.com,false
beautycosme4.club,true
qns.com,false
centr-tuning.ru,false
github.blog,true
mobilepay.dk,true
eurosmith.net,false
1tourdhorizon.com,true
nosolosig.com,false
baclofene.com,false
commercialfleet.org,true
anuraglakshya.com,true
d-search.info,false
nayaritaltivo.com.mx,true
henryjacksonsociety.org,true
autocosmos.com.mx,true
pyvideo.org,true
st-palm.com,true
mjshareholders.com,true
xn--pck5fmai4508dnjua.net,false
edupln.com,false
cycletownstudio.com,true
bild.de,true
richhomeless.jp,true
tiendasurf.online,false
greenlawnfuneralhome.com,true
futanaripalace.com,true
beauty-adviser2.com,false
ephotozine.com,true
worldwar1luton.com,true
pilotopolicial.com.br,true
dra.gov.pk,true
edcforums.com,true
mfarag.com,true
chobi.net,true
sporthorse-data.com,true
s-stocks.com,true
antinews.gr,false
ioncoja.ro,true
non-stop-people.com,true
xn--n8j6dph8b8px95su40akj9f.com,false
pirateboard.net,true
spectator.com.au,true
is-bad.com,false
nobori-u.com,false
fertilab.net,false
canottaggiopiemonte.it,false
kotlolux.com.ua,true
hawaiian-hula.net,true
nacional.hr,true
ecartorios.com,true
testeandosoftware.com,true
flostoffner.com,false
consumidoresasociados.cl,true
mcu.es,false
chillicothegazette.com,true
offroad-ed.com,true
soleluna.com,true
whispa.org,true
lianamir.com,true
deutschefotothek.de,true
mymusic.travel,true
astrosage.com,true
ntsw.pl,false
immobiliareilpentagono.it,true
orberbeta.com,true
techdata.co.uk,false
d-conceptstore.com,false
jenkins-ci.org,true
dovepro.net,false
broadband-square.com,true
sciencenode.org,true
visitusaparks.com,true
quatangthanhduc.vn,false
macon.com,true
brownwoodchamber.org,false
housefoods.jp,true
baressp.com.br,true
musicpv.jp,false
budfit.info,true
anekaatap.com,true
unixforen.de,false
thates.com,true
types-project.eu,false
sefindia.org,true
eawnetwork.com,true
appspy.com,true
man.poznan.pl,false
wayneyellottgolf.co.uk,false
tt-garret.com,true
hcpress.com,true
wetter-deutschland.com,true
hawkeyebrokerage.com,false
malbugercentrodeportivo.com,false
lernerbooks.com,true
ggdghorkennisnet.nl,true
notedetengas.es,false
slowrobot.com,true
fonografos.net,true
dobryjlikar.com,false
overclock3d.net,true
yama-haru.jp,true
webutuckschools.org,false
ecnu.edu.cn,false
actuell24.de,true
norbrygg.no,true
barter.vg,true
fusd1.org,false
flamingtext.com,true
hitotsu-dake.net,true
revistaascenso.com.ar,false
digischool.fr,true
p-o.co.uk,true
gastronomieguide.de,true
weather.us,true
ajinokincon.co.jp,true
unknowncheats.me,true
potworek.com,true
buyur-indir.com,true
idempiere.org,false
kakucheba.com.ua,false
nowymarketing.pl,true
telma.com,true
bcsteenwijkerland.nl,true
portlandmaine.gov,true
distinctlywestcountry.com,true
placesonline.com,true
078.com.ua,true
estreal.jp,false
xbox-mag.net,true
loveliveforever.net,false
irishenvironment.com,false
trade-king.biz,true
spie.com,true
kropsguiden.dk,true
paine0602.com,true
cctvnews.co.kr,true
wiryanto.blog,true
dabacon.org,true
daocoto.com.vn,false
amarokforum.ru,true
inautia.it,true
nornik.ru,true
programaibermedia.com,true
april.org,true
galenagazette.com,true
bih-mne.org,true
pokerdicas.com,true
mawdoo3.com,true
hutte8to8.in,false
dnb.com,true
dom.as,true
cosme-tantei.com,true
lovpet.tw,true
dubbningshemsidan.se,true
voresvilla.dk,true
therockinghorse-nursery.com,true
viperclub.org,true
dmmco.jp,true
blokan.jp,true
fluxbb.org,true
piantevivai.it,false
francebleu.fr,true
sasakitime.com,false
business.qld.gov.au,true
wormbase.org,true
norecopa.no,true
newsabe.com,true
okayama-u.ac.jp,false
37toki.com,true
luc.edu,true
impactarts.co.uk,true
internetpharmacydir.com,false
indiamart.com,true
onlinemarktplatz.de,true
thisislancashire.co.uk,true
takieproste.pl,false
launion.com.mx,true
fedsmith.com,true
recife.pt,false
qxl.dk,true
visuellesynonyme.com,true
marugotokochi.jp,true
harrowtimes.co.uk,true
farmanager.com,true
trampclub.ru,true
twmu.ac.jp,false
simple-wallet.net,true
state.co.us,false
promojapan.jp,true
sonicretro.org,true
ausha.co,true
autokolo.com,true
mukumuku-times.net,true
apics-online.info,true
kommunistische.org,true
ocaml.org,true
newstimes.com,true
tvtechnology.com,true
tefter.io,true
shyoku.com,true
songbay.co,true
wikiru.jp,true
blogcircle.jp,true
personcountylife.com,false
ota-news.com,false
golem.de,true
stornowaygazette.co.uk,false
ficansouth.fi,true
mercadolibre.cl,true
luxlux.pl,false
mstdn.jp,true
stadtplan.net,false
sanisidro.gob.ar,false
xn--n8jhl5j8ltcwezwp63tlwyb.jp,false
uc.edu,true
conflictofinterestblog.com,true
toeictaisakukouza.com,false
recyclekk.net,true
lavozdeasturias.es,false
mstdn.mx,true
julkari.fi,true
highbitcoins.com,false
broadinstitute.org,true
recipecommunity.com.au,true
parksforlondon.org.uk,true
mikotoniomakase.work,false
prestosports.com,true
shugei.or.jp,false
salisburyjournal.co.uk,true
tlaxcala-int.org,false
ofsted.gov.uk,false
tubemuzik.com,true
claytonschools.net,false
gnome-look.org,true
yosemi-7.com,false
pfirs.org,true
otoko-seiketsu.com,true
innovations-report.com,false
theledger.com,true
institutdelteatre.cat,true
xn--o9j0bk4571bg9vjz7bjjl.net,true
alfajertv.com,true
conwaylife.com,true
sunnythoughts.com,false
outisaron.com,false
alnaharegypt.com,true
happycafe.site,true
dorasutanavi.com,true
sau50.org,false
sej.co.jp,false
gala.fr,false
dokodem.net,true
playak.com,true
dietketo.website,true
icooon-mono.com,true
llinarsdelvalles.cat,true
dental-tribune.com,true
bronxchiro.com,true
hitchhackerguide.com,true
boy-lornsen-grundschule.de,true
freeneet.com,true
sendiroo.de,true
lewes-eastbourne.gov.uk,false
designsalonboston.blogspot.com,true
michaelkorshandbagssale.in.net,false
nile-company.org,true
anizone.net,false
louisvuittonlvoutlet.us.com,true
ray-bansunglasses.net.co,true
cheap-oakleysunglasses.us.com,false
fitflops.us,true
the-north-face.co.uk,false
canadagooseoutlet-store.com.co,false
nike-high-heels-online.com,true
autoservicepraxis.de,true
globalrailwayreview.com,true
converse--shoes.com,false
google-clean1.com,true
coachoutletstoreonlineclearances.eu.com,false
toms.us.com,false
meteolink.nl,true
michaelkorsoutlet-onlinestores.us.com,true
fcnsc.net,true
uggoutletonlineclearance.net.co,false
longchamphandbags.us.com,false
shintani-k.co.jp,false
hermesbelt.in.net,true
cheap-snapbacks.us.com,false
michaelkorsoutletcanada.in.net,false
uggs-onsale.eu.com,false
babyliss.us.com,false
m-aka.com,true
airjordan-14.us,false
mont-blancpens.com.co,true
motorcanalsbalil.no-ip.info,false
uggs.me.uk,true
cheapnfljersey-outlet.com,false
interweavestore.com,false
minfin.gob.gt,false
michaelkors-outlet.us.org,false
newbalanceshoes.in.net,false
nfljerseyswholesales.us,false
pumaoutletstore.us.com,true
toms-outlet.com.co,true
moncleroutlet.me.uk,true
louisvuitton.us.com,false
coachfactory-outlet.in.net,true
adidas-eqt.us.com,true
marcjacobshandbagsoutlet.net,false
edhardyoutlet.name,false
outoff.com.co,true
massculturalcouncil.org,true
long-champ.us.com,false
ralphlaurenoutlet-polo.us.com,false
capitatranslationinterpreting.com,false
fitflop.in.net,false
suprashoesoutlet-inc.com,true
katespade-handbags-outlet.com,false
foampositeshoe.net,false
poloralph-lauren.in.net,true
el-harmeen.com,true
longchampbag.me.uk,true
bottegaveneta.in.net,false
cheapjordans.us.org,false
michael-kors-handbags.org.uk,false
jordanretro.name,false
chaharfasl.net,true
roknnagd.com,true
giuseppe-zanotti.us.com,false
nikeairmax-pas-cher.fr,false
ferragamoshoes.org.uk,true
uggbootsclearancesale.in.net,true
michaelkorshandbag.in.net,true
pradasunglasses.us.com,false
khpeer.com,true
coach--outlet.com.co,true
michaelkorsoutlet-store.us.com,false
michaelkorsoutlet-canada.ca,false
ralphlauren-polo.in.net,false
airforce1-nike.fr,true
oakleysunglasses-outletcheap.com,false
abhranil.net,false
cheapuggssale.in.net,true
coachoutletclearanceonline.us.com,true
clothpaperscissors.com,false
coachfactoryoutletonline.com.co,true
abercrombieoutlet.com.co,true
xn----5mcvj6hi87d.net,true
mywapblog.com,false
hugoboss.us.com,true
philips.cz,false
el-mohandes1.com,true
omegawatches.me.uk,false
abercrombieandfitch-coupons.com,false
discountnikeshoesusa.com,false
swarovskioutlet.org.uk,false
katespadeoutlet.net,false
fitflopsshoes.org.uk,false
cheapoakleysunglassessale.us.com,false
mulberryuk.org.uk,true
borse-gucci.it,false
hobbyfarms.com,true
basketballshoes.net.co,false
mephist.ru,false
louis-vuittonoutlet.us.org,false
fitflopssaleclearance.us.org,false
nhl-jerseyswholesale.us.com,false
michael-kors--handbags.com,true
oakleysunglasseswholesaleoakley.us.com,false
tiffanyjewellery-outlet.co.uk,false
louis-vuittonoutlet.us.com,false
jordan9.us.com,false
uggfactoryoutletonline.net,true
cheap--nfljerseys.us.com,false
michaelkorsoutlet-site.com,false
tayzac.com,true
coachoutlet-factory.com.co,true
nike-huarache.in.net,false
coachfactory--outletonline.com,true
converse-all-star.it,false
outlettoryburch.in.net,false
christianlouboutinheels.org,false
chaneloutletstore.us.com,false
hatenablog.jp,false
almaher-cleaning.com,true
louisvuitton-handbags.com.co,false
minnesotavikingsjersey.us,true
christianlouboutinoutletofficial.us.com,true
valentino-outlet.us,true
redbottomshoesforwomen.us.com,false
nike-rosherun.co.uk,false
truereligion-jean.us.com,true
coachoutletonlinestores.eu.com,false
coachoutletstoresshopping.com,false
edhardyukclothing.me.uk,true
coachoutletonline.in.net,false
soccershoes.us,false
egy-star2.com,false
canadagoosejackets.org.uk,false
khudothivinhomes.com.vn,false
fitflopssale.me.uk,true
polo-ralphlaurenoutlet.us.com,false
cheapnf-ljerseys.us.com,false
cheapraybansunglasses.net.co,false
officialcoachfactoryoutlet.eu.com,false
raybansunglasses.us.com,false
diorsunglasses.com.co,true
clemsrvoutlet.com,false
adidasyeezy-shoes.us.com,false
4ggte.com,true
onlinefree.me.uk,false
adidasnmd.org.uk,false
coachfactoryoutlet-onlinestore.us.com,false
coachfactoryoutletmall.us.com,true
cheap-raybansunglasses.com.co,true
outletonlinestore.us.com,false
michaelkors.eu.com,true
webra.ir,false
sabtha.com,true
hermesbirkin-bags.us.com,false
sacmichaelkors-pascher.fr,false
longchampoutlet.net.co,true
pandora-jewelryclearance.us.com,true
michaelkorsoutletonline-store.us.com,false
graphicup.ir,false
abercrombie-fitch-hollister.fr,false
raybansunglasses.me.uk,false
cheap-jordans.us.com,false
pumaoutletonline.com,false
uggbootsonsale.net.co,false
timberlandboots.org.uk,true
nikebasketballshoes.us.com,false
nhljerseys.org,true
poloralph-laurenoutlet.us.com,false
michael-korsoutletsonline.us.com,false
juicycoutureoutlet.net,true
rokn-elhoda.com,true
katespadeoutletsale.in.net,false
swarovskicrystaljewelry.us.com,false
katespadeoutlet.in.net,false
michaelkorsoutlet-online.us.com,false
truereligionjeans-canada.com,false
michael-kors-handbags.us.org,false
thenorthfaces.in.net,false
fitflopsclearanceonsale.com,false
coachoutletonlinestore.eu.com,true
scarpe-hoganoutlet.it,false
michael-korsoutletonlinesale.us.com,false
poloralph-lauren.org.uk,true
timberlanduk.me.uk,false
nikerosheruns.me.uk,true
michaelkorshandbags.com.so,false
dansko-shoes.us,true
vans-scarpe.it,true
airjordan13s.com,true
outlet-gucci.us.com,false
northface.net.co,true
ralphlauren-polo.com.co,false
nikehuarache.org.uk,false
nikefreerun.fr,true
pandoraoutlet.in.net,true
